SiteID;SiteName;Longitude;Latitude;Elevation;Regione
39;Plata;11.17808117;46.82249293;1118;Bolzano
4;S.Valentino alla Muta;10.52890216;46.77587237;1498;Bolzano
43;S.Leonardo in Passiria;11.24712617;46.80906229;731;Bolzano
5;Monte Maria;10.5212676;46.70568911;1256;Bolzano
57;Diga di Zoccolo Osservatore;10.98836176;46.54186675;1282;Bolzano
58;Diga di Zoccolo-S.Valburga;10.99013577;46.54187189;1282;Bolzano
60;Pavicolo;11.10933865;46.62776161;1491;Bolzano
68;Terme di Brennero;11.48874153;46.98100874;1409;Bolzano
7;Tubre - Rivaira Osservatore;10.47752863;46.65033081;1163;Bolzano
72;Fleres;11.34757067;46.96396827;1314;Bolzano
77;Vipiteno;11.42939034;46.89782475;946;Bolzano
79;Diga di Vizze Osservatore;11.5246721;46.92499219;1415;Bolzano
80;Prati di Vizze Osservatore;11.48342914;46.90120929;1267;Bolzano
83;Ridanna;11.30677415;46.90908292;1337;Bolzano
84;Racines di Dentro Osservatore;11.31719654;46.8660261;1360;Bolzano
93;Fortezza Osservatore;11.63224641;46.77830419;840;Bolzano
94;Dobbiaco;12.21915906;46.72997843;1219;Bolzano
96;S.Vito di Braies;12.10002032;46.71187817;1361;Bolzano
104;SAURIS DI SOTTO;12.7081;46.4656;1163;Friuli
108;AMPEZZO;12.7988;46.4148;530;Friuli
109;FORNI AVOLTRI;12.7738;46.5868;936;Friuli
130;PAULARO;13.1209;46.5263;678;Friuli
143;MALBORGHETTO PONTE PER NEBRIA;13.44;46.506100000000004;741;Friuli
146;PONTEBBA;13.3075;46.506100000000004;584;Friuli
154;SALETTO DI RACCOLANA;13.3757;46.4027;636;Friuli
159;OSEACCO;13.3115;46.3628;483;Friuli
18;CA' ZUL;12.7162;46.2922;707;Friuli
19;CA' SELVA;12.7008;46.2585;788;Friuli
23;PONTE RACLI;12.7499;46.2412;479;Friuli
426;TARVISIO;13.5701;46.5063;770;Friuli
427;CAVE DEL PREDIL;13.5707;46.4423;935;Friuli
428;VALICO DI FUSINE;13.6823;46.4997;998;Friuli
46;CIMOLAIS CANONICA;12.4383;46.288;648;Friuli
48;CLAUT;12.5147;46.2675;678;Friuli
64;BARCIS PONTE ANTOI;12.5749;46.1881;497;Friuli
75;LA CROSETTA;12.4052;46.0353;1132;Friuli
94;FORNI DI SOPRA;12.5832;46.4236;989;Friuli
388;Monte Terminillo;12.9928;42.4556;1594;Lazio
170;Lavezze - Lago;8.82328;44.54953;705;Liguria
221;Monte Zatta (Tarola);9.4474;44.40482;1103;Liguria
344;S. Stefano d'Aveto;9.45159;44.54724;1073;Liguria
35;Brugneto Diga;9.20492;44.53634;777;Liguria
90;Colle Melosa;7.68451;43.9895;1419;Liguria
96;Colle Belenda;7.69983;43.98152;1267;Liguria
116;Lanzada;9.87564775;46.26873635;1079;Lombardia
137;Lago_Venina;9.86662316;46.08824241;2004;Lombardia
225;S-Caterina_Valfurva;10.49341231;46.41307309;1834;Lombardia
247;Scais;9.92602135;46.0894121;1690;Lombardia
17;MOMBARCARO;8.085443;44.468365;731;Piemonte
19;MOTTARONE;8.453694;45.881619;1366;Piemonte
23;CAPANNE DI COSOLA;9.200151;44.675551;1449;Piemonte
24;COLLE SAN BERNARDO;8.047958;44.178048;913;Piemonte
25;OROPA;7.981253;45.626759;1222;Piemonte
27;BERTODASCO;7.409723;45.439409;855;Piemonte
28;NERAISSA;7.151676;44.324612;1343;Piemonte
29;PONZONE BRIC BERTON;8.539126;44.518414;681;Piemonte
30;VARZO;8.193045;46.249606;1763;Piemonte
31;DRUOGNO;8.426022;46.134148;924;Piemonte
35;ACCEGLIO;6.981433;44.485154;1645;Piemonte
36;SEROLE BRIC PUSCHERA;8.258215;44.563002;766;Piemonte
37;PERLO;8.083452;44.3303;754;Piemonte
42;CAPANNE MARCAROLO;8.768246;44.563186;735;Piemonte
48;SALBERTRAND;6.894004;45.071209;1150;Piemonte
49;GAD;6.840287;45.042714;1101;Piemonte
435;Boscolungo;10.67347;44.139033;1374;Toscana
491;Camaldoli;11.817303;43.810163;1188;Toscana
549;Vallombrosa;11.556823;43.731499;1050;Toscana
6509;Centa;11.234123;45.970184;815;Trentino
6514;Pieve Tesino (O.P. Enel);11.619781;46.070275;775;Trentino
6521;Lavarone;11.254037;45.939893;1155;Trentino
6524;Peio;10.675627;46.363996;1565;Trentino
6526;Cogolo Pont (Centrale);10.688066;46.362229;1185;Trentino
6533;Passo Mendola;11.189417;46.419238;1320;Trentino
6548;Forte Buso (Diga);11.704362;46.305812;1480;Trentino
6549;Cavalese;11.459207;46.291154;1000;Trentino
6575;Brentonico;10.953086;45.817249;693;Trentino
6579;Malga Bissina (Diga);10.513969;46.054834;1792;Trentino
6580;Malga Boazzo (Diga);10.523781;45.996058;1200;Trentino
6581;Ponte Murandin (Diga);10.604256;45.948587;720;Trentino
6586;Campo Carlo Magno;10.838333;46.242499;1681;Trentino
6604;Bezzecca;10.719061;45.896785;698;Trentino
6606;Lago Delle Piazze (Diga);11.277609;46.155299;1028;Trentino
6691;PASSO ROLLE;11.783;46.3;2006;Aeronautica
6692;PAGANELLA;11.033;46.15;2129;Aeronautica
6703;PIAN ROSA;7.7;45.933;3488;Aeronautica
6758;MONTE CIMONE;10.7;44.2;2173;Aeronautica
120;Diga di Neves Osservatore;11.78708945;46.94141734;2095;Bolzano
23;Diga di Gioveretto Osservatore;10.72507183;46.50906285;1896;Bolzano
133;Lago_Truzzo_-_S.Giacomo_Filippo;9.31138956;46.36112077;2075;Lombardia
1;COLLE LOMBARDA;7.147733;44.207915;2334;Piemonte
141;COLLE BARANT;7.060564;44.774458;2287;Piemonte
2;FORMAZZA;8.358262;46.433411;2385;Piemonte
218;RIFUGIO GASTALDI;7.143266;45.298081;2598;Piemonte
250;BOCCHETTA DELLE PISSE;7.901;45.875551;2200;Piemonte
257;PASSO DEL MORO;7.976467;45.997038;2837;Piemonte
258;LAGO PILONE;6.876129;45.002284;2220;Piemonte
72;PIAN DELLE BARACCHE;7.133438;44.548832;2282;Piemonte
9;MONTE FRAITEVE;6.861176;44.976889;2494;Piemonte
6525;Careser (Diga);10.699326;46.42264;2600;Trentino
6539;Pian Fedaia (Diga);11.862414;46.461795;2040;Trentino
6543;Paganella;11.037444;46.143291;2125;Trentino
6546;Passo Rolle;11.787638;46.297214;1995;Trentino
6547;Passo Valles;11.799764;46.338417;2032;Trentino
